ダウンロードした時刻：2020/04/21 19:40:42

,札幌,札幌,札幌,札幌,札幌,札幌,仙台,仙台,仙台,仙台,仙台,仙台,東京,東京,東京,東京,東京,東京,福岡,福岡,福岡,福岡,福岡,福岡,大阪,大阪,大阪,大阪,大阪,大阪,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,広島,広島,広島,広島,広島,広島
2011/10,12.1,8,1,0,8,1,15.9,8,1,3,8,1,19.5,8,1,9,8,1,19.7,8,1,10,8,1,19.5,8,1,11,8,1,18.8,8,1,9,8,1,18.5,8,1,8,8,1
2011/11,6.0,8,1,0,8,1,10.5,8,1,0,8,1,14.9,8,1,0,8,1,16.3,8,1,3,8,1,15.2,8,1,2,8,1,13.9,8,1,1,8,1,14.7,8,1,1,8,1
2011/12,-2.0,8,1,0,8,1,3.4,8,1,0,8,1,7.5,8,1,0,8,1,8.5,8,1,0,8,1,8.1,8,1,0,8,1,6.7,8,1,0,8,1,6.9,8,1,0,8,1
2012/1,-4.5,8,1,0,8,1,0.4,8,1,0,8,1,4.8,8,1,0,8,1,6.3,8,1,0,8,1,5.6,8,1,0,8,1,4.2,8,1,0,8,1,4.7,8,1,0,8,1
2012/2,-4.4,8,1,0,8,1,0.3,8,1,0,8,1,5.4,8,1,0,8,1,5.7,8,1,0,8,1,5.1,8,1,0,8,1,4.1,8,1,0,8,1,4.3,8,1,0,8,1
2012/3,0.1,8,1,0,8,1,4.5,8,1,0,8,1,8.8,8,1,0,8,1,10.7,8,1,0,8,1,9.1,8,1,0,8,1,8.3,8,1,0,8,1,8.7,5,1,0,5,1
2012/4,7.0,8,1,1,8,1,9.8,8,1,0,8,1,14.5,8,1,1,8,1,16.2,8,1,2,8,1,15.2,8,1,4,8,1,14.2,8,1,5,8,1,15.0,8,1,1,8,1
2012/5,13.0,8,1,2,8,1,15.9,8,1,1,8,1,19.6,8,1,12,8,1,20.1,8,1,16,8,1,19.6,8,1,15,8,1,19.2,8,1,17,8,1,19.6,8,1,15,8,1
2012/6,17.1,8,1,7,8,1,18.2,8,1,6,8,1,21.4,8,1,15,8,1,23.1,8,1,24,8,1,23.0,8,1,27,8,1,22.3,8,1,23,8,1,23.2,8,1,25,8,1
2012/7,21.8,8,1,19,8,1,22.8,8,1,20,8,1,26.4,8,1,27,8,1,28.0,8,1,31,8,1,27.8,8,1,31,8,1,26.9,8,1,28,8,1,27.4,8,1,31,8,1
2012/8,23.4,8,1,23,8,1,26.2,8,1,30,8,1,29.1,8,1,31,8,1,29.1,8,1,31,8,1,29.4,8,1,31,8,1,28.4,8,1,31,8,1,29.5,8,1,31,8,1
2012/9,22.4,8,1,20,8,1,23.9,8,1,24,8,1,26.2,8,1,27,8,1,24.5,8,1,28,8,1,26.0,8,1,28,8,1,25.8,8,1,29,8,1,25.6,8,1,29,8,1
2012/10,13.0,8,1,0,8,1,16.6,8,1,2,8,1,19.4,8,1,9,8,1,19.2,8,1,11,8,1,19.3,8,1,13,8,1,19.0,8,1,13,8,1,18.9,8,1,12,8,1
2012/11,5.5,8,1,0,8,1,9.7,8,1,0,8,1,12.7,8,1,0,8,1,12.9,8,1,0,8,1,12.4,8,1,0,8,1,11.3,8,1,0,8,1,11.7,8,1,0,8,1
2012/12,-2.3,8,1,0,8,1,3.3,8,1,0,8,1,7.3,8,1,0,8,1,7.6,8,1,0,8,1,6.6,8,1,0,8,1,5.3,8,1,0,8,1,5.5,8,1,0,8,1
2013/1,-4.7,8,1,0,8,1,0.7,8,1,0,8,1,5.5,8,1,0,8,1,6.1,8,1,0,8,1,5.2,8,1,0,8,1,4.0,8,1,0,8,1,4.4,8,1,0,8,1
2013/2,-4.0,8,1,0,8,1,1.1,8,1,0,8,1,6.2,8,1,0,8,1,7.8,8,1,0,8,1,5.6,8,1,0,8,1,4.6,8,1,0,8,1,6.0,8,1,0,8,1
2013/3,0.0,8,1,0,8,1,5.8,8,1,0,8,1,12.1,8,1,2,8,1,12.3,8,1,0,8,1,10.7,8,1,0,8,1,10.5,8,1,0,8,1,10.7,8,1,0,8,1
2013/4,6.3,8,1,0,8,1,10.2,8,1,1,8,1,15.2,8,1,0,8,1,14.7,8,1,2,8,1,14.3,8,1,1,8,1,13.8,8,1,2,8,1,13.5,8,1,0,8,1
2013/5,11.3,8,1,3,8,1,14.4,8,1,2,8,1,19.8,8,1,14,8,1,20.3,8,1,19,8,1,19.8,8,1,19,8,1,19.4,8,1,19,8,1,19.7,8,1,17,8,1
2013/6,17.6,8,1,11,8,1,19.0,8,1,8,8,1,22.9,8,1,22,8,1,23.7,8,1,24,8,1,24.3,8,1,27,8,1,23.6,8,1,26,8,1,24.0,8,1,24,8,1
2013/7,22.5,8,1,26,8,1,22.2,8,1,17,8,1,27.3,8,1,31,8,1,30.0,8,1,31,8,1,28.5,8,1,31,8,1,28.1,8,1,30,8,1,28.3,8,1,31,8,1
2013/8,23.1,8,1,23,8,1,25.6,8,1,29,8,1,29.2,8,1,31,8,1,30.0,8,1,31,8,1,30.0,8,1,31,8,1,29.3,8,1,31,8,1,29.5,8,1,31,8,1
2013/9,18.8,8,1,6,8,1,21.9,8,1,20,8,1,25.2,8,1,26,8,1,25.2,8,1,28,8,1,25.1,8,1,30,8,1,24.9,8,1,30,8,1,24.6,8,1,27,8,1
2013/10,12.9,8,1,0,8,1,16.7,8,1,5,8,1,19.8,8,1,11,8,1,20.7,8,1,14,8,1,20.8,8,1,14,8,1,20.2,8,1,15,8,1,19.9,8,1,15,8,1
2013/11,6.3,8,1,0,8,1,9.6,8,1,0,8,1,13.5,8,1,0,8,1,13.4,8,1,0,8,1,12.9,8,1,0,8,1,11.5,8,1,0,8,1,11.9,8,1,0,8,1
2013/12,0.8,8,1,0,8,1,4.7,8,1,0,8,1,8.3,8,1,0,8,1,8.1,8,1,0,8,1,7.8,8,1,0,8,1,6.4,8,1,0,8,1,6.5,8,1,0,8,1
2014/1,-4.1,8,1,0,8,1,1.9,8,1,0,8,1,6.3,8,1,0,8,1,7.5,8,1,0,8,1,5.9,8,1,0,8,1,4.6,8,1,0,8,1,5.7,8,1,0,8,1
2014/2,-3.5,8,1,0,8,1,1.4,8,1,0,8,1,5.9,8,1,0,8,1,7.6,8,1,0,8,1,5.8,8,1,0,8,1,5.3,8,1,0,8,1,6.2,8,1,0,8,1
2014/3,0.5,8,1,0,8,1,5.5,8,1,0,8,1,10.4,8,1,0,8,1,11.5,8,1,0,8,1,9.9,8,1,0,8,1,9.3,8,1,0,8,1,10.0,8,1,0,8,1
2014/4,7.3,8,1,0,8,1,10.9,8,1,0,8,1,15.0,8,1,0,8,1,15.6,8,1,0,8,1,14.8,8,1,1,8,1,14.6,8,1,1,8,1,14.3,8,1,0,8,1
2014/5,14.0,8,1,5,8,1,16.5,8,1,5,8,1,20.3,8,1,17,8,1,20.5,8,1,19,8,1,19.8,8,1,12,8,1,19.5,8,1,19,8,1,19.6,8,1,14,8,1
2014/6,18.7,8,1,10,8,1,20.6,8,1,13,8,1,23.4,8,1,22,8,1,22.6,8,1,24,8,1,23.9,8,1,29,8,1,24.0,8,1,27,8,1,23.2,8,1,24,8,1
2014/7,22.5,8,1,24,8,1,23.7,8,1,23,8,1,26.8,8,1,28,8,1,27.1,8,1,29,8,1,27.8,8,1,31,8,1,27.4,8,1,31,8,1,26.9,8,1,29,8,1
2014/8,22.4,8,1,25,8,1,24.6,8,1,24,8,1,27.7,8,1,29,8,1,26.5,8,1,30,8,1,27.8,8,1,31,8,1,27.1,8,1,31,8,1,26.9,8,1,31,8,1
2014/9,18.1,8,1,6,8,1,20.5,8,1,14,8,1,23.2,8,1,24,8,1,24.2,8,1,27,8,1,24.0,8,1,27,8,1,23.4,8,1,25,8,1,23.9,8,1,29,8,1
2014/10,11.3,8,1,0,8,1,15.3,8,1,2,8,1,19.1,8,1,5,8,1,19.7,8,1,12,8,1,19.5,8,1,11,8,1,18.9,8,1,10,8,1,18.7,8,1,7,8,1
2014/11,6.1,8,1,0,8,1,10.0,8,1,0,8,1,14.2,8,1,0,8,1,14.7,8,1,0,8,1,14.2,8,1,0,8,1,13.2,8,1,0,8,1,13.4,8,1,0,8,1
2014/12,-1.3,8,1,0,8,1,2.8,8,1,0,8,1,6.7,8,2,0,8,2,7.6,8,1,0,8,1,6.8,8,1,0,8,1,5.4,8,1,0,8,1,5.5,8,1,0,8,1
2015/1,-1.5,8,1,0,8,1,2.6,8,1,0,8,1,5.8,8,2,0,8,2,7.9,8,1,0,8,1,6.1,8,1,0,8,1,4.9,8,1,0,8,1,5.8,8,1,0,8,1
2015/2,-0.8,8,1,0,8,1,3.0,8,1,0,8,1,5.7,8,2,0,8,2,7.6,8,1,0,8,1,6.9,8,1,0,8,1,5.7,8,1,0,8,1,6.1,8,1,0,8,1
2015/3,3.8,8,1,0,8,1,6.8,8,1,0,8,1,10.3,8,2,0,8,2,11.1,8,1,0,8,1,10.2,8,1,0,8,1,9.7,8,1,0,8,1,10.0,8,1,0,8,1
2015/4,8.7,8,1,1,8,1,11.7,8,1,2,8,1,14.5,8,2,2,8,2,16.2,8,1,5,8,1,15.9,8,1,4,8,1,15.2,8,1,7,8,1,15.8,8,1,1,8,1
2015/5,14.2,8,1,2,8,1,18.0,8,1,9,8,1,21.1,8,2,22,8,2,20.7,8,1,16,8,1,21.5,8,1,24,8,1,21.3,8,1,26,8,1,20.5,8,1,17,8,1
2015/6,16.7,8,1,6,8,1,20.0,8,1,14,8,1,22.1,8,2,23,8,2,22.6,8,1,24,8,1,22.9,8,1,22,8,1,22.3,8,1,23,8,1,22.5,8,1,22,8,1
2015/7,21.3,8,1,21,8,1,24.8,8,1,25,8,1,26.2,8,2,25,8,2,26.0,8,1,28,8,1,27.0,8,1,27,8,1,26.5,8,1,26,8,1,26.5,8,1,30,8,1
2015/8,22.4,8,1,22,8,1,24.3,8,1,20,8,1,26.7,8,2,25,8,2,27.4,8,1,31,8,1,28.6,8,1,31,8,1,28.1,8,1,31,8,1,27.5,8,1,30,8,1
2015/9,18.4,8,1,5,8,1,20.5,8,1,14,8,1,22.6,8,2,22,8,2,23.2,8,1,27,8,1,23.2,8,1,25,8,1,23.1,8,1,25,8,1,23.1,8,1,26,8,1
2015/10,10.8,8,1,0,8,1,15.5,8,1,1,8,1,18.4,8,2,5,8,2,18.9,8,1,10,8,1,19.0,8,1,13,8,1,18.4,8,1,14,8,1,18.0,8,1,10,8,1
2015/11,5.4,8,1,0,8,1,10.7,8,1,0,8,1,13.9,8,2,0,8,2,16.0,8,1,2,8,1,15.2,8,1,1,8,1,14.3,8,1,0,8,1,14.6,8,1,0,8,1
2015/12,0.8,8,1,0,8,1,5.9,8,1,0,8,1,9.3,8,2,0,8,2,10.3,8,1,0,8,1,10.1,8,1,0,8,1,9.3,8,1,0,8,1,9.3,8,1,0,8,1
2016/1,-3.5,8,1,0,8,1,2.4,8,1,0,8,1,6.1,8,2,0,8,2,7.0,8,1,0,8,1,6.8,8,1,0,8,1,5.8,8,1,0,8,1,5.6,8,1,0,8,1
2016/2,-2.3,8,1,0,8,1,3.5,8,1,0,8,1,7.2,8,2,0,8,2,7.9,8,1,0,8,1,7.4,8,1,0,8,1,6.5,8,1,0,8,1,6.5,8,1,0,8,1
2016/3,2.1,8,1,0,8,1,7.0,8,1,0,8,1,10.1,8,2,0,8,2,11.5,8,1,0,8,1,10.8,8,1,0,8,1,10.5,8,1,0,8,1,10.4,8,1,0,8,1
2016/4,7.8,8,1,0,8,1,11.9,8,1,0,8,1,15.4,8,2,2,8,2,16.8,8,1,2,8,1,16.6,8,1,3,8,1,15.9,8,1,4,8,1,16.2,8,1,2,8,1
2016/5,14.9,8,1,3,8,1,17.0,8,1,7,8,1,20.2,8,2,16,8,2,20.8,8,1,19,8,1,21.2,8,1,23,8,1,20.6,8,1,19,8,1,20.3,8,1,17,8,1
2016/6,16.3,8,1,5,8,1,19.8,8,1,12,8,1,22.4,8,2,19,8,2,23.6,8,1,26,8,1,23.3,8,1,25,8,1,22.9,8,1,24,8,1,23.3,8,1,26,8,1
2016/7,20.7,8,1,18,8,1,23.0,8,1,22,8,1,25.4,8,2,27,8,2,28.3,8,1,31,8,1,28.0,8,1,31,8,1,27.0,8,1,30,8,1,27.7,8,1,31,8,1
2016/8,23.9,8,1,27,8,1,25.7,8,1,29,8,1,27.1,8,2,30,8,2,29.3,8,1,31,8,1,29.5,8,1,31,8,1,28.6,8,1,31,8,1,29.3,8,1,31,8,1
2016/9,19.4,8,1,11,8,1,22.1,8,1,17,8,1,24.4,8,2,21,8,2,25.1,8,1,28,8,1,25.8,8,1,29,8,1,25.2,8,1,26,8,1,25.1,8,1,27,8,1
2016/10,10.6,8,1,0,8,1,15.7,8,1,6,8,1,18.7,8,2,10,8,2,21.3,8,1,11,8,1,20.3,8,1,16,8,1,19.7,8,1,13,8,1,20.2,8,1,10,8,1
2016/11,2.1,8,1,0,8,1,8.6,8,1,0,8,1,11.4,8,2,0,8,2,14.5,8,1,0,8,1,13.4,8,1,0,8,1,12.6,8,1,0,8,1,13.1,8,1,0,8,1
2016/12,-1.0,8,1,0,8,1,5.7,8,1,0,8,1,8.9,8,2,0,8,2,10.5,8,1,0,8,1,9.4,8,1,0,8,1,8.1,8,1,0,8,1,8.9,8,1,0,8,1
2017/1,-3.9,8,1,0,8,1,2.5,8,1,0,8,1,5.8,8,2,0,8,2,7.4,8,1,0,8,1,6.2,8,1,0,8,1,4.8,8,1,0,8,1,5.5,8,1,0,8,1
2017/2,-2.0,8,1,0,8,1,3.2,8,1,0,8,1,6.9,8,2,0,8,2,8.3,8,1,0,8,1,6.3,8,1,0,8,1,5.2,8,1,0,8,1,6.1,8,1,0,8,1
2017/3,1.4,8,1,0,8,1,5.4,8,1,0,8,1,8.5,8,2,0,8,2,10.5,8,1,0,8,1,9.2,8,1,0,8,1,8.4,8,1,0,8,1,8.8,8,1,0,8,1
2017/4,7.7,8,1,0,8,1,11.5,8,1,1,8,1,14.7,8,2,4,8,2,16.5,8,1,3,8,1,15.7,8,1,1,8,1,14.7,8,1,2,8,1,15.6,8,1,1,8,1
2017/5,14.4,8,1,6,8,1,17.0,8,1,6,8,1,20.0,8,2,17,8,2,21.0,8,1,19,8,1,21.1,8,1,18,8,1,20.5,8,1,17,8,1,20.6,8,1,20,8,1
2017/6,16.0,8,1,4,8,1,18.6,8,1,7,8,1,22.0,8,2,23,8,2,23.1,8,1,26,8,1,22.7,8,1,25,8,1,22.4,8,1,25,8,1,22.5,8,1,28,8,1
2017/7,22.9,8,1,24,8,1,25.1,8,1,29,8,1,27.3,8,2,31,8,2,29.4,8,1,31,8,1,28.8,8,1,31,8,1,28.1,8,1,31,8,1,28.4,8,1,31,8,1
2017/8,21.7,8,1,21,8,1,23.0,8,1,17,8,1,26.4,8,2,28,8,2,29.5,8,1,31,8,1,29.2,8,1,31,8,1,28.1,8,1,31,8,1,29.0,8,1,31,8,1
2017/9,17.7,8,1,5,8,1,21.1,8,1,20,8,1,22.8,8,2,20,8,2,24.3,8,1,27,8,1,24.4,8,1,27,8,1,23.6,8,1,27,8,1,23.4,8,1,26,8,1
2017/10,11.3,8,1,0,8,1,14.9,8,1,1,8,1,16.8,8,2,6,8,2,19.8,8,1,9,8,1,18.4,8,1,6,8,1,17.9,8,1,7,8,1,18.4,8,1,7,8,1
2017/11,4.3,8,1,0,8,1,9.1,8,1,0,8,1,11.9,8,2,0,8,2,13.6,8,1,0,8,1,12.6,8,1,0,8,1,11.5,8,1,0,8,1,11.9,8,1,0,8,1
2017/12,-2.0,8,1,0,8,1,3.5,8,1,0,8,1,6.6,8,2,0,8,2,7.4,8,1,0,8,1,7.0,8,1,0,8,1,5.7,8,1,0,8,1,5.8,8,1,0,8,1
2018/1,-2.6,8,1,0,8,1,1.4,8,1,0,8,1,4.7,8,2,0,8,2,5.7,8,1,0,8,1,5.0,8,1,0,8,1,3.8,8,1,0,8,1,4.3,8,1,0,8,1
2018/2,-4.2,8,1,0,8,1,1.4,8,1,0,8,1,5.4,8,2,0,8,2,6.2,8,1,0,8,1,5.3,8,1,0,8,1,4.7,8,1,0,8,1,4.7,8,1,0,8,1
2018/3,2.4,8,1,0,8,1,7.5,8,1,0,8,1,11.5,8,2,0,8,2,11.9,8,1,0,8,1,11.5,8,1,0,8,1,11.2,8,1,2,8,1,10.9,8,1,0,8,1
2018/4,8.2,8,1,0,8,1,12.5,8,1,1,8,1,17.0,8,2,9,8,2,17.1,8,1,6,8,1,16.9,8,1,4,8,1,16.5,8,1,10,8,1,16.2,8,1,5,8,1
2018/5,13.4,8,1,3,8,1,17.0,8,1,9,8,1,19.8,8,2,19,8,2,20.8,8,1,18,8,1,20.1,8,1,15,8,1,19.8,8,1,16,8,1,19.8,8,1,16,8,1
2018/6,16.6,8,1,7,8,1,20.3,8,1,15,8,1,22.4,8,2,20,8,2,23.7,8,1,25,8,1,23.4,8,1,26,8,1,23.4,8,1,25,8,1,23.1,8,1,24,8,1
2018/7,21.4,8,1,17,8,1,25.5,8,1,28,8,1,28.3,8,2,31,8,2,28.7,8,1,30,8,1,29.5,8,1,31,8,1,29.3,8,1,31,8,1,29.1,8,1,30,8,1
2018/8,21.2,8,1,15,8,1,24.9,8,1,26,8,1,28.1,8,2,31,8,2,30.0,8,1,31,8,1,29.7,8,1,31,8,1,29.7,8,1,31,8,1,29.8,8,1,31,8,1
2018/9,18.9,8,1,8,8,1,20.8,8,1,15,8,1,22.9,8,2,20,8,2,24.8,8,1,26,8,1,24.1,8,1,23,8,1,23.6,8,1,22,8,1,23.7,8,1,22,8,1
2018/10,13.0,8,1,0,8,1,16.5,8,1,3,8,1,19.1,8,2,6,8,2,19.1,8,1,6,8,1,19.7,8,1,9,8,1,18.9,8,1,9,8,1,18.5,8,1,7,8,1
2018/11,6.4,8,1,0,8,1,10.7,8,1,0,8,1,14.0,8,2,0,8,2,14.3,8,1,0,8,1,14.6,8,1,0,8,1,13.8,8,1,0,8,1,13.3,8,1,0,8,1
2018/12,-1.0,8,1,0,8,1,4.3,8,1,0,8,1,8.3,8,2,0,8,2,10.2,8,1,1,8,1,9.4,8,1,0,8,1,8.1,8,1,0,8,1,8.5,8,1,0,8,1
2019/1,-3.0,8,1,0,8,1,2.4,8,1,0,8,1,5.6,8,2,0,8,2,8.0,8,1,0,8,1,6.5,8,1,0,8,1,5.1,8,1,0,8,1,6.4,8,1,0,8,1
2019/2,-2.6,8,1,0,8,1,3.7,8,1,0,8,1,7.2,8,2,0,8,2,9.4,8,1,0,8,1,7.8,8,1,0,8,1,7.2,8,1,0,8,1,7.6,8,1,0,8,1
2019/3,2.5,8,1,0,8,1,7.0,8,1,0,8,1,10.6,8,2,0,8,2,11.9,8,1,0,8,1,10.6,8,1,0,8,1,10.1,8,1,0,8,1,10.6,8,1,0,8,1
2019/4,8.0,8,1,0,8,1,10.2,8,1,0,8,1,13.6,8,2,1,8,2,15.4,8,1,0,8,1,14.6,8,1,2,8,1,14.1,8,1,2,8,1,14.8,8,1,3,8,1
2019/5,15.7,8,1,7,8,1,17.4,8,1,8,8,1,20.0,8,2,17,8,2,21.1,8,1,20,8,1,21.0,8,1,21,8,1,20.4,8,1,20,8,1,20.5,8,1,21,8,1
2019/6,17.4,8,1,7,8,1,19.0,8,1,8,8,1,21.8,8,2,20,8,2,23.4,8,1,29,8,1,23.7,8,1,27,8,1,23.1,8,1,24,8,1,23.2,8,1,29,8,1
2019/7,21.7,8,1,17,8,1,22.4,8,1,15,8,1,24.1,8,2,19,8,2,26.4,8,1,30,8,1,26.5,8,1,31,8,1,25.9,8,1,30,8,1,26.4,8,1,30,8,1
2019/8,22.5,8,1,21,8,1,26.2,8,1,29,8,1,28.4,8,2,31,8,2,28.0,8,1,29,8,1,29.1,8,1,31,8,1,28.9,8,1,31,8,1,28.5,8,1,31,8,1
2019/9,19.3,8,1,9,8,1,22.4,8,1,21,8,1,25.1,8,2,27,8,2,25.9,8,1,29,8,1,26.6,8,1,29,8,1,26.7,8,1,29,8,1,26.3,8,1,28,8,1
2019/10,13.3,8,1,1,8,1,16.9,8,1,3,8,1,19.4,8,2,11,8,2,20.5,8,1,11,8,1,20.7,8,1,13,8,1,20.3,8,1,14,8,1,20.3,8,1,14,8,1
2019/11,3.9,8,1,0,8,1,10.0,8,1,0,8,1,13.1,8,2,0,8,2,14.9,8,1,0,8,1,14.2,8,1,0,8,1,13.4,8,1,0,8,1,13.5,8,1,0,8,1
2019/12,-0.8,8,1,0,8,1,5.4,8,1,0,8,1,8.5,8,2,0,8,2,10.3,8,1,0,8,1,9.5,8,1,0,8,1,8.8,8,1,0,8,1,8.6,8,1,0,8,1
2020/1,-2.3,8,1,0,8,1,4.0,8,1,0,8,1,7.1,8,2,0,8,2,9.5,8,1,0,8,1,8.6,8,1,0,8,1,7.6,8,1,0,8,1,8.1,8,1,0,8,1
2020/2,-2.1,8,1,0,8,1,4.4,8,1,0,8,1,8.3,8,2,0,8,2,9.7,8,1,0,8,1,8.0,8,1,0,8,1,7.1,8,1,0,8,1,7.8,8,1,0,8,1
2020/3,3.3,8,1,0,8,1,7.5,8,1,0,8,1,10.7,8,2,0,8,2,12.4,8,1,0,8,1,11.4,8,1,0,8,1,10.7,8,1,0,8,1,11.0,8,1,0,8,1
