ダウンロードした時刻：2020/04/21 18:52:44

,札幌,札幌,札幌,札幌,札幌,札幌,仙台,仙台,仙台,仙台,仙台,仙台,東京,東京,東京,東京,東京,東京,福岡,福岡,福岡,福岡,福岡,福岡,大阪,大阪,大阪,大阪,大阪,大阪,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,広島,広島,広島,広島,広島,広島
年月,日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),平均気温(℃),平均気温(℃),平均気温(℃),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),平均気温(℃),平均気温(℃),平均気温(℃),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),平均気温(℃),平均気温(℃),平均気温(℃),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),平均気温(℃),平均気温(℃),平均気温(℃),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),平均気温(℃),平均気温(℃),平均気温(℃),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),平均気温(℃),平均気温(℃),平均気温(℃),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),日最高気温30℃以上日数(日),平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2008/2,0,8,1,-3.4,8,1,0,8,1,1.6,8,1,0,8,1,5.5,8,1,0,8,1,6.3,8,1,0,8,1,5.1,8,1,0,8,1,4.0,8,1,0,8,1,4.4,8,1
2008/3,0,8,1,3.3,8,1,0,8,1,6.6,8,1,0,8,1,10.7,8,1,0,8,1,10.7,8,1,0,8,1,10.8,8,1,0,8,1,10.4,8,1,0,8,1,9.8,8,1
2008/4,0,8,1,9.4,8,1,0,8,1,11.1,8,1,0,8,1,14.7,8,1,0,8,1,15.0,8,1,0,8,1,15.4,8,1,0,8,1,15.3,8,1,0,8,1,14.9,8,1
2008/5,0,8,1,12.4,8,1,0,8,1,14.8,8,1,0,8,1,18.5,8,1,0,8,1,19.4,8,1,0,8,1,20.0,8,1,1,8,1,19.6,8,1,0,8,1,19.4,8,1
2008/6,0,8,1,17.0,8,1,0,8,1,18.5,8,1,0,8,1,21.3,8,1,1,8,1,22.2,8,1,2,8,1,23.1,8,1,2,8,1,22.4,8,1,2,8,1,22.7,8,1
2008/7,2,8,1,21.4,8,1,4,8,1,22.9,8,1,23,8,1,27.0,8,1,30,8,1,29.0,8,1,29,8,1,28.7,8,1,25,8,1,28.2,8,1,28,8,1,28.5,8,1
2008/8,2,8,1,21.2,8,1,6,8,1,23.1,8,1,20,8,1,26.8,8,1,23,8,1,27.6,8,1,24,8,1,28.4,8,1,27,8,1,28.1,8,1,26,8,1,27.9,8,1
2008/9,0,8,1,19.2,8,1,1,8,1,21.0,8,1,10,8,1,24.4,8,1,11,8,1,25.0,8,1,16,8,1,24.5,8,1,14,8,1,24.3,8,1,17,8,1,24.9,8,1
2008/10,0,8,1,12.9,8,1,0,8,1,16.2,8,1,0,8,1,19.4,8,1,0,8,1,20.3,8,1,0,8,1,19.6,8,1,0,8,1,19.0,8,1,0,8,1,19.1,8,1
2008/11,0,8,1,4.6,8,1,0,8,1,9.4,8,1,0,8,1,13.1,8,1,0,8,1,13.4,8,1,0,8,1,13.4,8,1,0,8,1,12.2,8,1,0,8,1,12.0,8,1
2008/12,0,8,1,0.8,8,1,0,8,1,5.5,8,1,0,8,1,9.8,8,1,0,8,1,9.1,8,1,0,8,1,9.1,8,1,0,8,1,8.0,8,1,0,8,1,7.8,8,1
2009/1,0,8,1,-1.3,8,1,0,8,1,2.9,8,1,0,8,1,6.8,8,1,0,8,1,6.4,8,1,0,8,1,6.5,8,1,0,8,1,5.3,8,1,0,8,1,5.2,8,1
2009/2,0,8,1,-2.2,8,1,0,8,1,3.2,8,1,0,8,1,7.8,8,1,0,8,1,9.8,8,1,0,8,1,7.9,8,1,0,8,1,7.3,8,1,0,8,1,7.8,8,1
2009/3,0,8,1,1.5,8,1,0,8,1,5.5,8,1,0,8,1,10.0,8,1,0,8,1,11.7,8,1,0,8,1,9.7,8,1,0,8,1,9.5,8,1,0,8,1,9.7,8,1
2009/4,0,8,1,7.7,8,1,0,8,1,11.5,8,1,0,8,1,15.7,8,1,0,8,1,15.6,8,1,0,8,1,15.5,8,1,0,8,1,15.4,8,1,0,8,1,15.1,8,1
2009/5,0,8,1,13.9,8,1,0,8,1,16.5,8,1,0,8,1,20.1,8,1,1,8,1,19.9,8,1,1,8,1,19.7,8,1,4,8,1,19.9,8,1,1,8,1,19.8,8,1
2009/6,1,8,1,17.5,8,1,3,8,1,19.2,8,1,2,8,1,22.5,8,1,8,8,1,23.6,8,1,11,8,1,24.0,8,1,7,8,1,23.3,8,1,8,8,1,23.3,8,1
2009/7,0,8,1,19.7,8,1,6,8,1,22.7,8,1,14,8,1,26.3,8,1,16,8,1,26.8,8,1,19,8,1,27.3,8,1,18,8,1,26.4,8,1,13,8,1,25.8,8,1
2009/8,3,8,1,21.5,8,1,1,8,1,22.9,8,1,21,8,1,26.6,8,1,24,8,1,27.6,8,1,28,8,1,28.0,8,1,28,8,1,27.3,8,1,25,8,1,27.5,8,1
2009/9,0,8,1,17.8,8,1,0,8,1,19.9,8,1,1,8,1,23.0,8,1,8,8,1,24.4,8,1,14,8,1,24.5,8,1,15,8,1,24.1,8,1,13,8,1,24.2,8,1
2009/10,0,8,1,12.5,8,1,0,8,1,15.6,8,1,0,8,1,19.0,8,1,0,8,1,19.7,8,1,0,8,1,19.2,8,1,0,8,1,18.5,8,1,0,8,1,18.5,8,1
2009/11,0,8,1,5.1,8,1,0,8,1,10.4,8,1,0,8,1,13.5,8,1,0,8,1,13.7,8,1,0,8,1,13.6,8,1,0,8,1,12.9,8,1,0,8,1,12.7,8,1
2009/12,0,8,1,-0.7,8,1,0,8,1,4.9,8,1,0,8,1,9.0,8,1,0,8,1,8.9,8,1,0,8,1,8.7,8,1,0,8,1,7.6,8,1,0,8,1,7.2,8,1
2010/1,0,8,1,-2.0,8,1,0,8,1,2.8,8,1,0,8,1,7.0,8,1,0,8,1,6.6,8,1,0,8,1,6.1,8,1,0,8,1,4.6,8,1,0,8,1,5.2,8,1
2010/2,0,8,1,-3.2,8,1,0,8,1,2.1,8,1,0,8,1,6.5,8,1,0,5,1,9.4,5,1,0,8,1,7.8,8,1,0,8,1,7.0,8,1,0,8,1,7.6,8,1
2010/3,0,8,1,-0.1,8,1,0,8,1,4.4,8,1,0,8,1,9.1,8,1,0,8,1,10.9,8,1,0,8,1,9.6,8,1,0,8,1,9.1,8,1,0,8,1,9.1,8,1
2010/4,0,8,1,5.5,8,1,0,8,1,8.2,8,1,0,8,1,12.4,8,1,0,8,1,13.8,8,1,0,8,1,13.6,8,1,0,8,1,13.3,8,1,0,8,1,13.0,8,1
2010/5,0,8,1,12.2,8,1,0,8,1,14.7,8,1,1,8,1,19.0,8,1,0,8,1,19.2,8,1,1,8,1,18.8,8,1,1,8,1,18.7,8,1,0,8,1,18.5,8,1
2010/6,3,8,1,19.2,8,1,1,8,1,20.4,8,1,4,8,1,23.6,8,1,3,8,1,23.5,8,1,8,8,1,23.9,8,1,11,8,1,23.9,8,1,4,8,1,23.3,8,1
2010/7,2,8,1,22.1,8,1,14,8,1,25.3,8,1,22,8,1,28.0,8,1,21,8,1,27.7,8,1,23,8,1,27.9,8,1,23,8,1,27.8,8,1,23,8,1,27.2,8,1
2010/8,13,8,1,24.8,8,1,26,8,1,27.2,8,1,30,8,1,29.6,8,1,31,8,1,30.3,8,1,31,8,1,30.5,8,1,29,8,1,29.4,8,1,31,8,1,30.3,8,1
2010/9,2,8,1,20.0,8,1,7,8,1,21.7,8,1,14,8,1,25.1,8,1,19,8,1,26.3,8,1,19,8,1,26.7,8,1,19,8,1,26.1,8,1,21,8,1,26.2,8,1
2010/10,0,8,1,12.2,8,1,0,8,1,16.2,8,1,0,8,1,18.9,8,1,0,8,1,20.0,8,1,0,8,1,19.9,8,1,0,8,1,19.4,8,1,0,8,1,19.2,8,1
2010/11,0,8,1,5.9,8,1,0,8,1,10.1,8,1,0,8,1,13.5,8,1,0,8,1,13.2,8,1,0,8,1,13.2,8,1,0,8,1,12.1,8,1,0,8,1,12.0,8,1
2010/12,0,8,1,0.6,8,1,0,8,1,5.7,8,1,0,8,1,9.9,8,1,0,8,1,8.8,8,1,0,8,1,9.0,8,1,0,8,1,7.9,8,1,0,8,1,7.3,8,1
2011/1,0,8,1,-3.8,8,1,0,8,1,0.5,8,1,0,8,1,5.1,8,1,0,8,1,3.8,8,1,0,8,1,4.4,8,1,0,8,1,2.8,8,1,0,8,1,2.9,8,1
2011/2,0,8,1,-1.1,8,1,0,8,1,3.2,8,1,0,8,1,7.0,8,1,0,8,1,8.2,8,1,0,8,1,7.4,8,1,0,8,1,6.6,8,1,0,8,1,6.6,8,1
2011/3,0,5,1,0.7,5,1,0,5,1,3.8,5,1,0,8,1,8.1,8,1,0,5,1,8.8,5,1,0,5,1,8.1,8,1,0,5,1,7.5,5,1,0,8,1,7.2,8,1
2011/4,0,8,1,6.9,8,1,0,8,1,10.0,8,1,0,8,1,14.5,8,1,0,8,1,14.7,8,1,0,8,1,13.8,8,1,0,8,1,13.3,8,1,0,8,1,13.4,8,1
2011/5,0,8,1,11.1,8,1,0,8,1,15.6,8,1,0,8,1,18.5,8,1,1,8,1,19.8,8,1,0,8,1,19.6,8,1,1,8,1,19.0,8,1,0,8,1,19.5,8,1
2011/6,1,8,1,17.3,8,1,4,8,1,20.6,8,1,6,8,1,22.8,8,1,8,8,1,23.9,8,1,9,8,1,24.2,8,1,9,8,1,23.8,8,1,6,8,1,23.6,8,1
2011/7,1,8,1,21.8,8,1,14,8,1,24.8,8,1,20,8,1,27.3,8,1,24,8,1,27.9,8,1,25,8,1,27.8,8,1,27,8,1,27.5,8,1,24,8,1,27.6,8,1
2011/8,8,8,1,23.6,8,1,13,8,1,24.9,8,1,21,8,1,27.5,8,1,27,8,1,28.5,8,1,29,8,1,28.9,8,1,26,8,1,28.3,8,1,26,8,1,28.2,8,1
2011/9,1,8,1,19.2,8,1,5,8,1,22.1,8,1,14,8,1,25.1,8,1,13,8,1,25.2,8,1,13,8,1,25.2,8,1,15,8,1,25.1,8,1,14,8,1,24.9,8,1
2011/10,0,8,1,12.1,8,1,0,8,1,15.9,8,1,0,8,1,19.5,8,1,0,8,1,19.7,8,1,0,8,1,19.5,8,1,0,8,1,18.8,8,1,0,8,1,18.5,8,1
2011/11,0,8,1,6.0,8,1,0,8,1,10.5,8,1,0,8,1,14.9,8,1,0,8,1,16.3,8,1,0,8,1,15.2,8,1,0,8,1,13.9,8,1,0,8,1,14.7,8,1
2011/12,0,8,1,-2.0,8,1,0,8,1,3.4,8,1,0,8,1,7.5,8,1,0,8,1,8.5,8,1,0,8,1,8.1,8,1,0,8,1,6.7,8,1,0,8,1,6.9,8,1
2012/1,0,8,1,-4.5,8,1,0,8,1,0.4,8,1,0,8,1,4.8,8,1,0,8,1,6.3,8,1,0,8,1,5.6,8,1,0,8,1,4.2,8,1,0,8,1,4.7,8,1
2012/2,0,8,1,-4.4,8,1,0,8,1,0.3,8,1,0,8,1,5.4,8,1,0,8,1,5.7,8,1,0,8,1,5.1,8,1,0,8,1,4.1,8,1,0,8,1,4.3,8,1
2012/3,0,8,1,0.1,8,1,0,8,1,4.5,8,1,0,8,1,8.8,8,1,0,8,1,10.7,8,1,0,8,1,9.1,8,1,0,8,1,8.3,8,1,0,5,1,8.7,5,1
2012/4,0,8,1,7.0,8,1,0,8,1,9.8,8,1,0,8,1,14.5,8,1,0,8,1,16.2,8,1,0,8,1,15.2,8,1,0,8,1,14.2,8,1,0,8,1,15.0,8,1
2012/5,0,8,1,13.0,8,1,0,8,1,15.9,8,1,0,8,1,19.6,8,1,0,8,1,20.1,8,1,0,8,1,19.6,8,1,0,8,1,19.2,8,1,0,8,1,19.6,8,1
2012/6,1,8,1,17.1,8,1,0,8,1,18.2,8,1,1,8,1,21.4,8,1,2,8,1,23.1,8,1,3,8,1,23.0,8,1,4,8,1,22.3,8,1,3,8,1,23.2,8,1
2012/7,7,8,1,21.8,8,1,9,8,1,22.8,8,1,17,8,1,26.4,8,1,22,8,1,28.0,8,1,23,8,1,27.8,8,1,22,8,1,26.9,8,1,20,8,1,27.4,8,1
2012/8,6,8,1,23.4,8,1,21,8,1,26.2,8,1,29,8,1,29.1,8,1,29,8,1,29.1,8,1,30,8,1,29.4,8,1,30,8,1,28.4,8,1,30,8,1,29.5,8,1
2012/9,6,8,1,22.4,8,1,16,8,1,23.9,8,1,18,8,1,26.2,8,1,10,8,1,24.5,8,1,19,8,1,26.0,8,1,19,8,1,25.8,8,1,18,8,1,25.6,8,1
2012/10,0,8,1,13.0,8,1,0,8,1,16.6,8,1,1,8,1,19.4,8,1,0,8,1,19.2,8,1,0,8,1,19.3,8,1,1,8,1,19.0,8,1,0,8,1,18.9,8,1
2012/11,0,8,1,5.5,8,1,0,8,1,9.7,8,1,0,8,1,12.7,8,1,0,8,1,12.9,8,1,0,8,1,12.4,8,1,0,8,1,11.3,8,1,0,8,1,11.7,8,1
2012/12,0,8,1,-2.3,8,1,0,8,1,3.3,8,1,0,8,1,7.3,8,1,0,8,1,7.6,8,1,0,8,1,6.6,8,1,0,8,1,5.3,8,1,0,8,1,5.5,8,1
2013/1,0,8,1,-4.7,8,1,0,8,1,0.7,8,1,0,8,1,5.5,8,1,0,8,1,6.1,8,1,0,8,1,5.2,8,1,0,8,1,4.0,8,1,0,8,1,4.4,8,1
2013/2,0,8,1,-4.0,8,1,0,8,1,1.1,8,1,0,8,1,6.2,8,1,0,8,1,7.8,8,1,0,8,1,5.6,8,1,0,8,1,4.6,8,1,0,8,1,6.0,8,1
2013/3,0,8,1,0.0,8,1,0,8,1,5.8,8,1,0,8,1,12.1,8,1,0,8,1,12.3,8,1,0,8,1,10.7,8,1,0,8,1,10.5,8,1,0,8,1,10.7,8,1
2013/4,0,8,1,6.3,8,1,0,8,1,10.2,8,1,0,8,1,15.2,8,1,0,8,1,14.7,8,1,0,8,1,14.3,8,1,0,8,1,13.8,8,1,0,8,1,13.5,8,1
2013/5,0,8,1,11.3,8,1,0,8,1,14.4,8,1,0,8,1,19.8,8,1,2,8,1,20.3,8,1,4,8,1,19.8,8,1,3,8,1,19.4,8,1,0,8,1,19.7,8,1
2013/6,0,8,1,17.6,8,1,0,8,1,19.0,8,1,1,8,1,22.9,8,1,5,8,1,23.7,8,1,10,8,1,24.3,8,1,9,8,1,23.6,8,1,7,8,1,24.0,8,1
2013/7,4,8,1,22.5,8,1,4,8,1,22.2,8,1,19,8,1,27.3,8,1,28,8,1,30.0,8,1,26,8,1,28.5,8,1,26,8,1,28.1,8,1,25,8,1,28.3,8,1
2013/8,5,8,1,23.1,8,1,16,8,1,25.6,8,1,28,8,1,29.2,8,1,27,8,1,30.0,8,1,28,8,1,30.0,8,1,29,8,1,29.3,8,1,27,8,1,29.5,8,1
2013/9,0,8,1,18.8,8,1,1,8,1,21.9,8,1,8,8,1,25.2,8,1,15,8,1,25.2,8,1,15,8,1,25.1,8,1,17,8,1,24.9,8,1,15,8,1,24.6,8,1
2013/10,0,8,1,12.9,8,1,0,8,1,16.7,8,1,2,8,1,19.8,8,1,0,8,1,20.7,8,1,5,8,1,20.8,8,1,4,8,1,20.2,8,1,3,8,1,19.9,8,1
2013/11,0,8,1,6.3,8,1,0,8,1,9.6,8,1,0,8,1,13.5,8,1,0,8,1,13.4,8,1,0,8,1,12.9,8,1,0,8,1,11.5,8,1,0,8,1,11.9,8,1
2013/12,0,8,1,0.8,8,1,0,8,1,4.7,8,1,0,8,1,8.3,8,1,0,8,1,8.1,8,1,0,8,1,7.8,8,1,0,8,1,6.4,8,1,0,8,1,6.5,8,1
2014/1,0,8,1,-4.1,8,1,0,8,1,1.9,8,1,0,8,1,6.3,8,1,0,8,1,7.5,8,1,0,8,1,5.9,8,1,0,8,1,4.6,8,1,0,8,1,5.7,8,1
2014/2,0,8,1,-3.5,8,1,0,8,1,1.4,8,1,0,8,1,5.9,8,1,0,8,1,7.6,8,1,0,8,1,5.8,8,1,0,8,1,5.3,8,1,0,8,1,6.2,8,1
2014/3,0,8,1,0.5,8,1,0,8,1,5.5,8,1,0,8,1,10.4,8,1,0,8,1,11.5,8,1,0,8,1,9.9,8,1,0,8,1,9.3,8,1,0,8,1,10.0,8,1
2014/4,0,8,1,7.3,8,1,0,8,1,10.9,8,1,0,8,1,15.0,8,1,0,8,1,15.6,8,1,0,8,1,14.8,8,1,0,8,1,14.6,8,1,0,8,1,14.3,8,1
2014/5,1,8,1,14.0,8,1,2,8,1,16.5,8,1,1,8,1,20.3,8,1,3,8,1,20.5,8,1,1,8,1,19.8,8,1,3,8,1,19.5,8,1,0,8,1,19.6,8,1
2014/6,2,8,1,18.7,8,1,1,8,1,20.6,8,1,3,8,1,23.4,8,1,2,8,1,22.6,8,1,7,8,1,23.9,8,1,13,8,1,24.0,8,1,2,8,1,23.2,8,1
2014/7,5,8,1,22.5,8,1,10,8,1,23.7,8,1,18,8,1,26.8,8,1,22,8,1,27.1,8,1,24,8,1,27.8,8,1,23,8,1,27.4,8,1,20,8,1,26.9,8,1
2014/8,4,8,1,22.4,8,1,13,8,1,24.6,8,1,21,8,1,27.7,8,1,16,8,1,26.5,8,1,25,8,1,27.8,8,1,19,8,1,27.1,8,1,18,8,1,26.9,8,1
2014/9,0,8,1,18.1,8,1,0,8,1,20.5,8,1,2,8,1,23.2,8,1,5,8,1,24.2,8,1,8,8,1,24.0,8,1,9,8,1,23.4,8,1,9,8,1,23.9,8,1
2014/10,0,8,1,11.3,8,1,0,8,1,15.3,8,1,0,8,1,19.1,8,1,0,8,1,19.7,8,1,0,8,1,19.5,8,1,1,8,1,18.9,8,1,0,8,1,18.7,8,1
2014/11,0,8,1,6.1,8,1,0,8,1,10.0,8,1,0,8,1,14.2,8,1,0,8,1,14.7,8,1,0,8,1,14.2,8,1,0,8,1,13.2,8,1,0,8,1,13.4,8,1
2014/12,0,8,1,-1.3,8,1,0,8,1,2.8,8,1,0,8,2,6.7,8,2,0,8,1,7.6,8,1,0,8,1,6.8,8,1,0,8,1,5.4,8,1,0,8,1,5.5,8,1
2015/1,0,8,1,-1.5,8,1,0,8,1,2.6,8,1,0,8,2,5.8,8,2,0,8,1,7.9,8,1,0,8,1,6.1,8,1,0,8,1,4.9,8,1,0,8,1,5.8,8,1
2015/2,0,8,1,-0.8,8,1,0,8,1,3.0,8,1,0,8,2,5.7,8,2,0,8,1,7.6,8,1,0,8,1,6.9,8,1,0,8,1,5.7,8,1,0,8,1,6.1,8,1
2015/3,0,8,1,3.8,8,1,0,8,1,6.8,8,1,0,8,2,10.3,8,2,0,8,1,11.1,8,1,0,8,1,10.2,8,1,0,8,1,9.7,8,1,0,8,1,10.0,8,1
2015/4,0,8,1,8.7,8,1,0,8,1,11.7,8,1,0,8,2,14.5,8,2,0,8,1,16.2,8,1,0,8,1,15.9,8,1,0,8,1,15.2,8,1,0,8,1,15.8,8,1
2015/5,0,8,1,14.2,8,1,1,8,1,18.0,8,1,3,8,2,21.1,8,2,1,8,1,20.7,8,1,5,8,1,21.5,8,1,5,8,1,21.3,8,1,1,8,1,20.5,8,1
2015/6,0,8,1,16.7,8,1,0,8,1,20.0,8,1,2,8,2,22.1,8,2,2,8,1,22.6,8,1,5,8,1,22.9,8,1,4,8,1,22.3,8,1,1,8,1,22.5,8,1
2015/7,4,8,1,21.3,8,1,14,8,1,24.8,8,1,19,8,2,26.2,8,2,17,8,1,26.0,8,1,18,8,1,27.0,8,1,18,8,1,26.5,8,1,17,8,1,26.5,8,1
2015/8,2,8,1,22.4,8,1,12,8,1,24.3,8,1,20,8,2,26.7,8,2,21,8,1,27.4,8,1,27,8,1,28.6,8,1,25,8,1,28.1,8,1,20,8,1,27.5,8,1
2015/9,0,8,1,18.4,8,1,1,8,1,20.5,8,1,3,8,2,22.6,8,2,1,8,1,23.2,8,1,3,8,1,23.2,8,1,2,8,1,23.1,8,1,3,8,1,23.1,8,1
2015/10,0,8,1,10.8,8,1,0,8,1,15.5,8,1,0,8,2,18.4,8,2,0,8,1,18.9,8,1,0,8,1,19.0,8,1,0,8,1,18.4,8,1,0,8,1,18.0,8,1
2015/11,0,8,1,5.4,8,1,0,8,1,10.7,8,1,0,8,2,13.9,8,2,0,8,1,16.0,8,1,0,8,1,15.2,8,1,0,8,1,14.3,8,1,0,8,1,14.6,8,1
2015/12,0,8,1,0.8,8,1,0,8,1,5.9,8,1,0,8,2,9.3,8,2,0,8,1,10.3,8,1,0,8,1,10.1,8,1,0,8,1,9.3,8,1,0,8,1,9.3,8,1
2016/1,0,8,1,-3.5,8,1,0,8,1,2.4,8,1,0,8,2,6.1,8,2,0,8,1,7.0,8,1,0,8,1,6.8,8,1,0,8,1,5.8,8,1,0,8,1,5.6,8,1
2016/2,0,8,1,-2.3,8,1,0,8,1,3.5,8,1,0,8,2,7.2,8,2,0,8,1,7.9,8,1,0,8,1,7.4,8,1,0,8,1,6.5,8,1,0,8,1,6.5,8,1
2016/3,0,8,1,2.1,8,1,0,8,1,7.0,8,1,0,8,2,10.1,8,2,0,8,1,11.5,8,1,0,8,1,10.8,8,1,0,8,1,10.5,8,1,0,8,1,10.4,8,1
2016/4,0,8,1,7.8,8,1,0,8,1,11.9,8,1,0,8,2,15.4,8,2,0,8,1,16.8,8,1,0,8,1,16.6,8,1,0,8,1,15.9,8,1,0,8,1,16.2,8,1
2016/5,0,8,1,14.9,8,1,1,8,1,17.0,8,1,1,8,2,20.2,8,2,3,8,1,20.8,8,1,1,8,1,21.2,8,1,2,8,1,20.6,8,1,1,8,1,20.3,8,1
2016/6,0,8,1,16.3,8,1,1,8,1,19.8,8,1,2,8,2,22.4,8,2,3,8,1,23.6,8,1,5,8,1,23.3,8,1,6,8,1,22.9,8,1,2,8,1,23.3,8,1
2016/7,1,8,1,20.7,8,1,6,8,1,23.0,8,1,15,8,2,25.4,8,2,28,8,1,28.3,8,1,28,8,1,28.0,8,1,23,8,1,27.0,8,1,24,8,1,27.7,8,1
2016/8,8,8,1,23.9,8,1,15,8,1,25.7,8,1,26,8,2,27.1,8,2,28,8,1,29.3,8,1,29,8,1,29.5,8,1,30,8,1,28.6,8,1,27,8,1,29.3,8,1
2016/9,2,8,1,19.4,8,1,3,8,1,22.1,8,1,11,8,2,24.4,8,2,10,8,1,25.1,8,1,16,8,1,25.8,8,1,13,8,1,25.2,8,1,13,8,1,25.1,8,1
2016/10,0,8,1,10.6,8,1,0,8,1,15.7,8,1,2,8,2,18.7,8,2,3,8,1,21.3,8,1,2,8,1,20.3,8,1,0,8,1,19.7,8,1,3,8,1,20.2,8,1
2016/11,0,8,1,2.1,8,1,0,8,1,8.6,8,1,0,8,2,11.4,8,2,0,8,1,14.5,8,1,0,8,1,13.4,8,1,0,8,1,12.6,8,1,0,8,1,13.1,8,1
2016/12,0,8,1,-1.0,8,1,0,8,1,5.7,8,1,0,8,2,8.9,8,2,0,8,1,10.5,8,1,0,8,1,9.4,8,1,0,8,1,8.1,8,1,0,8,1,8.9,8,1
2017/1,0,8,1,-3.9,8,1,0,8,1,2.5,8,1,0,8,2,5.8,8,2,0,8,1,7.4,8,1,0,8,1,6.2,8,1,0,8,1,4.8,8,1,0,8,1,5.5,8,1
2017/2,0,8,1,-2.0,8,1,0,8,1,3.2,8,1,0,8,2,6.9,8,2,0,8,1,8.3,8,1,0,8,1,6.3,8,1,0,8,1,5.2,8,1,0,8,1,6.1,8,1
2017/3,0,8,1,1.4,8,1,0,8,1,5.4,8,1,0,8,2,8.5,8,2,0,8,1,10.5,8,1,0,8,1,9.2,8,1,0,8,1,8.4,8,1,0,8,1,8.8,8,1
2017/4,0,8,1,7.7,8,1,0,8,1,11.5,8,1,0,8,2,14.7,8,2,0,8,1,16.5,8,1,0,8,1,15.7,8,1,0,8,1,14.7,8,1,0,8,1,15.6,8,1
2017/5,0,8,1,14.4,8,1,0,8,1,17.0,8,1,1,8,2,20.0,8,2,2,8,1,21.0,8,1,0,8,1,21.1,8,1,3,8,1,20.5,8,1,0,8,1,20.6,8,1
2017/6,0,8,1,16.0,8,1,0,8,1,18.6,8,1,3,8,2,22.0,8,2,3,8,1,23.1,8,1,4,8,1,22.7,8,1,5,8,1,22.4,8,1,2,8,1,22.5,8,1
2017/7,7,8,1,22.9,8,1,13,8,1,25.1,8,1,25,8,2,27.3,8,2,29,8,1,29.4,8,1,30,8,1,28.8,8,1,28,8,1,28.1,8,1,26,8,1,28.4,8,1
2017/8,0,8,1,21.7,8,1,6,8,1,23.0,8,1,19,8,2,26.4,8,2,30,8,1,29.5,8,1,30,8,1,29.2,8,1,28,8,1,28.1,8,1,28,8,1,29.0,8,1
2017/9,0,8,1,17.7,8,1,0,8,1,21.1,8,1,3,8,2,22.8,8,2,3,8,1,24.3,8,1,10,8,1,24.4,8,1,9,8,1,23.6,8,1,5,8,1,23.4,8,1
2017/10,0,8,1,11.3,8,1,0,8,1,14.9,8,1,0,8,2,16.8,8,2,0,8,1,19.8,8,1,0,8,1,18.4,8,1,0,8,1,17.9,8,1,0,8,1,18.4,8,1
2017/11,0,8,1,4.3,8,1,0,8,1,9.1,8,1,0,8,2,11.9,8,2,0,8,1,13.6,8,1,0,8,1,12.6,8,1,0,8,1,11.5,8,1,0,8,1,11.9,8,1
2017/12,0,8,1,-2.0,8,1,0,8,1,3.5,8,1,0,8,2,6.6,8,2,0,8,1,7.4,8,1,0,8,1,7.0,8,1,0,8,1,5.7,8,1,0,8,1,5.8,8,1
2018/1,0,8,1,-2.6,8,1,0,8,1,1.4,8,1,0,8,2,4.7,8,2,0,8,1,5.7,8,1,0,8,1,5.0,8,1,0,8,1,3.8,8,1,0,8,1,4.3,8,1
2018/2,0,8,1,-4.2,8,1,0,8,1,1.4,8,1,0,8,2,5.4,8,2,0,8,1,6.2,8,1,0,8,1,5.3,8,1,0,8,1,4.7,8,1,0,8,1,4.7,8,1
2018/3,0,8,1,2.4,8,1,0,8,1,7.5,8,1,0,8,2,11.5,8,2,0,8,1,11.9,8,1,0,8,1,11.5,8,1,0,8,1,11.2,8,1,0,8,1,10.9,8,1
2018/4,0,8,1,8.2,8,1,0,8,1,12.5,8,1,0,8,2,17.0,8,2,0,8,1,17.1,8,1,0,8,1,16.9,8,1,0,8,1,16.5,8,1,0,8,1,16.2,8,1
2018/5,0,8,1,13.4,8,1,1,8,1,17.0,8,1,0,8,2,19.8,8,2,3,8,1,20.8,8,1,0,8,1,20.1,8,1,3,8,1,19.8,8,1,0,8,1,19.8,8,1
2018/6,1,8,1,16.6,8,1,2,8,1,20.3,8,1,7,8,2,22.4,8,2,5,8,1,23.7,8,1,8,8,1,23.4,8,1,8,8,1,23.4,8,1,3,8,1,23.1,8,1
2018/7,6,8,1,21.4,8,1,17,8,1,25.5,8,1,26,8,2,28.3,8,2,25,8,1,28.7,8,1,27,8,1,29.5,8,1,27,8,1,29.3,8,1,25,8,1,29.1,8,1
2018/8,1,8,1,21.2,8,1,14,8,1,24.9,8,1,25,8,2,28.1,8,2,31,8,1,30.0,8,1,31,8,1,29.7,8,1,30,8,1,29.7,8,1,31,8,1,29.8,8,1
